[ 2025-05-23 14:30:22,217 ] 22 root - INFO - get data transformation
[ 2025-05-23 14:30:25,337 ] 28 root - INFO - read the data
[ 2025-05-23 14:30:25,342 ] 30 root - INFO - create a diredtocry
[ 2025-05-23 14:30:25,342 ] 33 root - INFO - pass the raw data to that particular path
[ 2025-05-23 14:30:25,347 ] 37 root - INFO - split the data as train and test data
[ 2025-05-23 14:30:25,356 ] 83 root - INFO - Creating preprocessor object
[ 2025-05-23 14:30:25,356 ] 47 root - INFO - return the preprocessor
[ 2025-05-23 14:30:25,356 ] 89 root - INFO - drop target col from the train andn test data
[ 2025-05-23 14:30:25,357 ] 95 root - INFO - apply preprocessor for the train and test data
[ 2025-05-23 14:30:25,370 ] 98 root - INFO - combine the input data and target col in the train and test data
[ 2025-05-23 14:30:25,375 ] 135 root - INFO - split the train and test data as x_train,y_train,x_test,y_test
[ 2025-05-23 14:30:25,375 ] 143 root - INFO - take the models
